0,5.29054,5.20288,5.38797
1,4.89735,4.14481,4.90832
2,1.00379,-3.56692,1.22157
3,25.2995,-3.54083,25.7942
4,3.17677,-5.77454,3.17747
5,89.5662,-2.1352,92.0462
6,4.1516,5.56952,4.21372
7,14.7931,0.985446,38.0301
8,0.569074,-7.99051,0.572471
9,5.2639,-5.99288,5.2647
10,0.991988,-2.05908,3.08075
11,4.33692,4.22395,5.1716
12,1.65941,5.82913,1.66085
13,31.8275,2.36101,36.3429
14,10.3411,5.41442,10.3729
15,1.1961,-6.18858,1.25421
16,3.71384,3.80405,5.56271
17,43.8933,3.60477,44.1737
18,1.57394,-1.6169,4.18106
19,0.786988,5.70002,0.790213
20,8.94372,-4.7198,9.08024
21,4.29248,5.17568,4.29945
22,9.03125,3.72501,9.50826
23,5.00711,-1.61663,6.47795
24,3.01601,1.75984,4.78401
25,26.5491,0.373322,89.0805
26,6.14465,-1.17938,8.88028
27,24.4401,-3.96519,24.6827
28,3.36149,-6.34461,3.3618
29,12.1833,-4.63582,12.3161
30,11.6228,-4.53494,11.6309
31,14.4047,-4.30664,14.6138
32,16,-3.90497,16.6258
33,19.3438,-1.91701,32.3186
34,32.047,-2.20571,37.3404
35,7.22745,1.59516,36.2253
36,9.41252,-2.99789,13.2285
37,0.850694,7.67236,0.850747
38,2.60859,6.75783,2.60891
39,14.1897,-2.73837,14.4581
40,7.00608,5.29445,7.06537
41,54.6805,0.803407,87.7031
42,7.79464,1.53394,9.10995
43,5.54278,-6.13075,5.55683
44,14.7679,-3.61022,15.541
45,11.9199,4.20455,12.2306
46,6.51849,3.81924,6.66414
47,9.15008,4.77592,9.15364
48,15.6381,-4.7752,15.7058
49,10.5774,3.62472,11.6022
50,49.2018,2.95086,50.1677
51,0.741106,8.81645,0.741113
52,44.3962,1.55865,58.0498
53,23.8654,1.0912,60.3762
54,12.9719,2.37215,21.5327
55,2.82917,-5.35959,2.93417
56,3.12829,-6.16018,3.1316
57,5.15249,5.23179,5.15969
58,1.17745,3.15376,1.48172
59,1.83908,-2.0683,25.5028
60,26.9268,0.983993,65.7687
61,11.356,-4.10978,11.3679
62,5.19075,2.64193,14.16
63,56.6061,-2.04481,61.1457
64,4.83019,3.17498,4.95569
65,1.62393,0.602866,69.9062
66,7.40238,-4.2988,7.83235
67,3.87427,4.82901,4.14482
68,3.46253,-5.1055,3.46525
69,3.62771,2.4235,4.04677
70,11.8196,4.41371,11.8274
71,10.895,3.63279,11.0096
72,2.53181,-4.02468,4.09916
73,13.1718,4.89185,13.2449
74,10.4852,3.73423,10.4965
75,5.4647,-4.43233,5.47604
76,5.31548,-3.98306,5.33959
77,2.14974,7.3238,2.14995
78,94.7263,-2.72505,95.4575
79,30.5318,-3.02196,31.9101
80,14.5479,4.28895,14.5507
81,1.49894,3.87212,1.57143
82,10.8399,5.04061,10.8411
83,25.1495,2.28757,25.4031
84,8.38463,-4.63221,8.56766
85,1.90596,3.72603,2.05403
86,4.04134,6.10045,4.04172
87,22.8903,-3.31851,23.7979
88,6.84729,3.11837,10.5989
89,7.61822,5.98265,7.625
90,17.5028,3.46161,17.5217
91,23.5365,1.90869,35.3535
92,3.16929,-5.35697,3.28525
93,4.20908,5.33297,4.30089
94,3.09789,-0.00982703,10.5057
95,8.79174,1.10501,11.2845
96,22.8185,2.66934,22.8798
97,2.49611,-0.1029,10.3652
98,2.97054,3.29678,3.16452
99,1.35348,3.68835,1.50477
100,3.51127,-5.01983,3.51473
101,6.10813,3.62309,7.79274
102,40.8573,-1.69756,52.2391
103,5.82375,6.18185,5.82407
104,18.4658,-5.21884,18.4937
105,47.0821,3.19335,47.743
106,1.88707,-4.67154,1.92338
107,20.6759,-3.43623,20.7093
108,9.64246,-5.00545,9.65277
109,12.6637,5.19844,12.7054
110,3.57005,-3.99691,4.86458
111,6.68463,-1.96076,25.9706
112,1.44116,6.1028,1.44208
113,5.54218,-4.73274,5.54582
114,5.3735,-4.44462,5.81483
115,4.57779,-3.62038,6.69166
116,5.37508,-3.70551,5.40454
117,18.8242,-0.211492,24.3033
118,22.8806,2.87983,24.5851
119,1.40996,6.62531,1.41033
120,8.98151,-6.20615,8.98904
121,23.4569,1.20697,57.0613
122,2.47243,5.8663,2.47387
123,0.58586,-7.14011,0.586396
124,2.55873,-5.44479,2.67684
125,17.6392,-3.21185,18.8926
126,28.4857,1.76145,29.2758
127,5.20607,-5.02345,5.21133
128,15.9073,1.54054,40.6229
129,15.5179,-4.416,15.6129
130,2.09769,-5.49754,2.1047
131,10.9238,3.32178,12.8052
132,30.2702,0.800317,75.3562
133,25.6587,2.5238,29.5313
134,1.73363,6.45952,1.75452
135,15.0704,-1.36412,46.1228
136,15.6219,3.30194,17.0052
137,100.712,-0.303565,132.447
138,2.77975,4.31722,2.90968
139,19.6036,-3.9901,19.8896
140,6.90022,-2.79648,7.20858
141,32.7999,3.85016,33.0271
142,3.30643,0.213155,15.6596
143,9.94129,0.772723,24.6406
144,25.8246,-3.4446,26.44
145,4.63155,-0.328609,86.6354
146,9.81595,3.5618,10.9647
147,31.1841,-3.93698,31.3819
148,8.28928,-2.28812,22.0556
149,23.2324,-2.24041,30.3018
150,2.02838,5.45932,2.03084
151,4.11454,5.42072,4.12959
152,4.64596,6.7492,4.64608
153,11.2349,2.69614,11.3283
154,28.858,-4.09493,29.0124
155,7.67557,-5.56427,7.71413
156,3.16778,-7.33612,3.16781
157,2.55983,6.83818,2.55994
158,5.03305,4.98736,5.03548
159,64.9095,1.49726,75.0958
160,4.59657,0.756372,14.534
161,27.0926,3.63567,27.5101
162,19.6434,3.20516,21.0253
163,7.52287,5.46544,7.56323
164,13.0601,-5.2154,13.0986
165,34.7639,-2.20828,39.7343
166,5.27562,-5.58859,5.27723
167,57.4741,-1.94531,62.3825
168,13.583,2.45111,20.9058
169,6.30284,-3.3714,6.35414
170,3.93423,2.29216,4.68722
171,4.97991,5.85612,5.00576
172,3.48089,-1.99011,5.83784
173,20.3599,-1.40671,41.6972
174,4.194,-5.10146,4.19775
175,1.16902,-4.76204,1.19156
176,2.44954,-3.67907,2.52152
177,21.0824,-3.57582,21.6542
178,25.9785,3.07198,27.3463
179,9.1929,1.60727,10.0896
180,5.2542,1.8955,11.126
181,5.5026,-1.59478,10.0061
182,8.62622,-1.31584,9.99166
183,4.77138,3.54554,7.04776
184,7.67967,0.711977,11.2184
185,4.79104,-5.72516,4.82805
186,19.7879,3.30678,20.8794
187,2.39277,5.38343,2.39851
188,9.11612,2.31408,19.9108
189,10.9126,3.5203,12.169
190,14.3291,3.36824,14.3713
191,4.2932,-5.62271,4.29387
192,9.57551,4.39333,9.58238
193,5.99564,2.50541,6.52531
194,3.78838,-6.12655,3.80944
195,3.26001,-4.20619,3.39274
196,1.33505,-7.2716,1.33517
197,4.32242,5.74367,4.32324
198,3.74258,-3.665,3.78091
199,2.25193,-3.89758,2.32717
200,4.39523,3.59097,4.49044
201,9.89392,3.58204,11.2498
202,10.7225,2.95785,10.8104
203,10.5197,-2.57383,17.2735
204,7.1707,-0.46901,14.2464
205,36.5519,1.74076,48.2665
206,4.51159,-5.9673,4.5124
207,4.97802,2.20643,6.18259
208,12.7513,4.98665,12.811
209,4.08723,6.47059,4.08735
210,4.81552,-0.440767,10.5284
211,2.65685,-6.69993,2.657
212,8.61777,4.79396,8.74209
213,11.5808,0.736798,16.2644
214,4.93374,1.76271,30.5062
215,1.75724,6.21845,1.75775
216,1.21422,4.98168,1.7535
217,4.95121,4.40827,5.44382
218,25.3206,4.10652,25.5025
219,47.2636,-3.51433,47.5751
220,1.58674,2.51592,2.94091
221,7.58027,4.02786,7.60355
222,4.70661,-4.42968,4.71415
223,5.34685,6.03333,5.36466
224,9.77373,-5.65939,9.79022
225,3.85059,5.00411,3.85407
226,46.8148,3.19153,47.4172
227,9.19849,-5.71241,9.21656
228,7.44979,3.97391,8.74318
229,3.03953,-2.08794,3.99889
230,4.90939,5.55892,4.95983
231,11.4808,-4.50923,11.6588
232,29.0914,1.14783,60.3162
233,8.84675,2.79843,14.337
234,9.87857,-1.45621,11.2392
235,5.21341,-2.94561,5.72357
236,17.5632,-0.774921,72.2232
237,7.63688,4.32878,7.9963
238,10.7062,-5.41724,10.7352
239,34.7115,0.39962,44.8506
240,61.3831,-2.74527,62.5256
241,8.31533,1.85055,9.19015
242,1.86521,7.00294,1.87264
243,0.699822,4.1727,0.769354
244,12.3382,4.27945,12.5918
245,4.11563,4.7136,4.42354
246,47.8788,3.37562,48.2737
247,8.15977,1.53543,9.52438
248,1.85573,-2.69745,5.28204
249,8.89775,-5.1538,8.95908
250,1.8601,5.04415,1.87043
251,16.3574,1.57283,40.4992
252,2.38285,3.72103,4.94041
253,10.9806,-3.93642,11.0669
254,12.4014,-0.44573,17.4193
255,19.9471,1.84423,33.8189
256,0.832787,4.01559,0.971144
257,0.157044,7.03809,0.160397
258,3.47275,-5.14886,3.6213
259,10.1973,3.84005,10.9201
260,12.0049,5.06041,12.0634
261,17.0984,-4.01288,17.414
262,5.37977,5.05715,5.38465
263,9.06633,-1.0466,57.55
264,25.5173,3.0637,25.5757
265,4.18105,5.79925,4.18257
266,12.0268,4.17263,12.3816
267,0.928949,-4.86743,0.943173
268,6.91206,5.23629,6.97867
269,21.7705,-4.43436,21.8769
270,5.65762,3.58411,5.68764
271,4.14888,-1.76431,6.41234
272,5.74359,3.77308,5.77519
273,4.88809,-4.40577,4.89925
274,5.2911,4.71556,5.29427
275,6.32655,3.65194,8.03551
276,4.87697,-2.02142,7.23709
277,7.10231,4.52814,7.10995
278,26.981,3.50747,27.5121
279,3.44246,6.04847,3.46883
280,1.88666,-6.93608,1.88677
281,1.26944,7.11837,1.26956
282,27.5234,-2.54485,30.6455
283,18.3333,4.76592,18.3994
284,1.43527,-3.63325,5.05505
285,8.26688,2.39073,8.68567
286,42.0753,3.59199,42.0921
287,7.05434,-1.81082,8.18254
288,3.49553,6.73137,3.49576
289,50.3366,0.764443,84.4832
290,3.41267,4.48194,3.97385
291,3.65867,2.79952,4.01459
292,4.49044,4.39913,4.50914
293,5.06902,-4.45241,5.10767
294,22.3822,2.07708,32.0573
295,35.1999,2.4225,35.292
296,2.54006,-4.75556,2.55362
297,33.971,-1.78465,44.4825
298,12.6385,-2.80052,16.7728
299,25.5258,-2.04268,34.5665
300,3.17615,2.95241,3.35662
301,9.80978,4.17831,10.2141
302,4.75477,-6.24253,4.76772
303,13.9568,1.50916,14.7889
304,58.1341,-2.32575,60.6919
305,3.80109,-5.10192,3.80413
306,2.91989,5.62985,2.99144
307,4.93343,-5.17934,4.93502
308,9.1191,0.09514,89.0736
309,9.54827,-2.75851,9.76228
310,3.74038,-6.88,3.74504
311,28.6787,-2.61786,31.6408
312,3.78848,-3.11147,8.91962
313,0.773131,7.37259,0.773346
314,30.3627,1.41621,52.0821
315,37.1766,3.41216,37.6692
316,1.86224,-5.54912,1.96829
317,9.01343,-2.5874,17.1921
318,4.26061,-6.03157,4.27923
319,3.3323,-5.74678,3.33316
320,5.81177,-3.48481,6.10092
321,21.8078,-1.45631,45.0231
322,11.0573,4.87648,11.1428
323,9.47573,2.70552,9.77818
324,6.22825,-3.06557,10.5288
325,7.42246,5.2682,7.48081
326,2.54171,-5.0579,2.54785
327,24.3313,-3.08875,25.6743
328,18.0428,3.895,18.3923
329,3.99827,4.15558,4.91675
330,2.3607,-2.11548,4.19405
331,2.85306,0.710997,14.5232
332,6.78242,-6.38721,6.7896
333,32.8012,0.599209,71.9513
334,9.39413,1.27823,14.8791
335,2.52687,-6.23135,2.55162
336,5.89978,-2.23819,20.2842
337,13.7222,-4.47421,13.8785
338,4.56514,-3.9389,4.6044
339,3.84408,-5.33716,3.84685
340,9.20524,4.50434,9.40381
341,47.0299,1.01761,74.5861
342,5.39817,-4.17264,6.07145
343,11.8234,-4.70818,11.937
344,9.46895,-3.03379,9.58019
345,9.13266,-4.1296,9.21001
346,7.25768,-1.31127,8.94245
347,2.0505,4.55474,2.06679
348,1.47689,4.33026,1.59646
349,27.866,-3.16945,28.8341
350,12.117,2.00234,27.0275
351,9.80028,2.54923,17.8395
352,11.1372,-2.89693,11.2976
353,6.29899,4.12444,6.95816
354,4.86752,-3.03775,10.2446
355,0.853313,-5.81433,1.01257
356,6.18551,-5.25611,6.18814
357,11.6845,2.45565,11.9383
358,3.61519,-5.32193,3.72559
359,1.15779,6.22227,1.21334
360,1.30942,-4.28512,1.33986
361,29.7653,-3.58228,30.1761
362,2.77925,-5.84506,2.78045
363,8.17143,5.44951,8.20707
364,4.29682,-3.32738,4.74729
365,1.31224,4.84827,1.9373
366,1.40129,6.33893,1.43811
367,28.3777,0.878767,29.8957
368,10.3301,-5.07065,10.3321
369,3.58516,-2.28903,4.70836
370,15.3332,4.42893,15.479
371,29.5584,-4.35083,29.649
372,23.879,1.60875,42.437
373,2.36963,-5.30548,2.37883
374,3.43552,5.99413,3.43602
375,59.0859,0.379081,104.607
376,1.04046,-4.4588,1.07095
377,1.70497,6.91829,1.70513
378,7.45799,-2.6682,7.66012
379,6.1336,4.28683,6.16028
380,5.70386,2.23461,19.9692
381,2.41436,6.96303,2.41444
382,10.2984,2.43416,10.4521
383,3.97071,5.9955,3.99728
384,51.1209,4.08936,51.2136
385,1.50117,5.39169,1.50659
386,30.9527,-2.32131,35.6696
387,94.0511,0.537556,113.371
388,3.42104,4.1724,3.45939
389,3.00353,4.37118,3.93669
390,10.2635,-4.46174,10.2685
391,1.63737,4.50407,1.71105
392,30.4917,2.9994,31.8447
393,2.32482,4.37157,3.24406
394,15.4395,-4.69145,15.5299
395,7.26042,-4.78174,7.26779
396,13.3294,2.79354,17.3139
397,4.5745,-3.27508,4.71441
398,51.2316,-3.45901,51.541
399,54.1171,-1.42167,66.9046
400,15.4889,-0.908561,65.8871
401,3.19072,-2.5382,3.60269
402,45.0483,3.14395,45.6672
403,3.20075,5.38725,3.3124
404,3.75006,4.14227,3.7824
405,1.94869,-6.95363,1.95623
406,1.52826,4.02981,1.60841
407,1.11666,-5.07827,1.12943
408,8.61367,-5.3075,8.61907
409,1.11109,-7.54038,1.11114
410,7.67419,-2.32851,7.94236
411,13.6503,-3.06146,15.9907
412,1.15456,-6.50405,1.155
413,10.0537,4.27575,10.065
414,3.58804,-3.78848,5.53769
415,1.82214,-6.38244,1.82245
416,8.54432,3.28696,10.8681
417,23.3816,3.53133,24.0611
418,2.85456,5.18636,2.85826
419,1.47899,-7.46083,1.48281
420,6.1083,4.35676,6.56799
421,8.85004,4.20645,8.85513
422,0.69709,-8.53749,0.698022
423,9.32908,4.08646,9.44166
424,1.89168,6.88807,1.89191
425,5.13724,0.406122,12.4462
426,2.54842,-6.69997,2.54875
427,1.56877,-6.82796,1.56893
428,2.84861,2.3757,3.40691
429,4.16212,1.8591,6.76567
430,42.755,2.94042,43.8503
431,4.19912,5.2958,4.20106
432,13.6257,-4.90766,13.6279
433,47.8367,-3.45398,48.1829
434,1.33425,-6.55851,1.33528
435,1.76526,-3.55236,1.86807
436,3.66307,5.98606,3.69148
437,13.0066,-4.00883,13.3861
438,1.0423,-6.28497,1.09567
439,9.54199,-3.32693,9.62164
440,14.7933,-3.04567,17.1186
441,6.69269,5.10688,6.69403
442,7.81946,2.72391,14.0429
443,1.21264,6.75746,1.21289
444,28.2705,-0.749092,75.8561
445,2.56257,-5.36423,2.5648
446,22.6027,3.94273,22.872
447,80.072,1.64651,86.7447
448,14.1361,-2.02875,28.0511
449,3.71274,5.35898,3.80711
450,11.6347,3.36308,11.658
451,2.75271,-6.88881,2.7528
452,9.73213,-5.30807,9.73269
453,26.5221,-1.9821,36.0694
454,3.22448,5.52829,3.22894
455,5.77109,-0.76602,13.0789
456,3.48113,-1.96298,7.09063
457,4.44191,-6.45681,4.45078
458,4.64405,6.16156,4.64428
459,35.8469,2.37063,39.5617
460,25.3058,-0.531362,30.8022
461,94.736,-2.48399,95.9189
462,2.3737,-2.41311,6.47529
463,5.46646,6.17371,5.47985
464,15.5433,2.39447,15.989
465,26.3792,-4.28678,26.4995
466,7.30076,-3.42671,7.43159
467,2.80455,1.33804,7.06188
468,3.79073,-1.24259,9.16751
469,2.97008,-5.23931,2.97213
470,16.6669,4.72525,16.7463
471,2.21172,4.21501,2.26311
472,1.14864,-5.98739,1.14975
473,6.04478,4.33727,6.52122
474,3.23146,-5.46994,3.23315
475,4.80231,2.81474,4.96694
476,11.4613,4.23883,11.5728
477,36.9334,3.73145,37.1916
478,8.13464,1.69153,9.27282
479,7.16658,-4.74871,7.33349
480,7.12638,-5.17917,7.13404
481,0.719301,6.74273,0.720256
482,3.2546,0.97753,8.40639
483,26.3192,0.910038,69.2368
484,3.55592,-2.0677,22.8177
485,6.43325,-4.02979,7.19993
486,15.2398,-4.74826,15.3194
487,17.3146,-5.15775,17.355
488,1.59087,4.20011,3.23142
489,3.88164,6.31882,3.88201
490,2.37122,-5.22853,2.57702
491,12.593,5.57633,12.595
492,18.8746,-3.9327,19.2074
493,14.9748,-2.01352,21.462
494,1.31549,6.02282,1.38984
495,41.1567,-2.32116,44.9248
496,50.4191,-2.90053,57.9955
497,43.7479,3.03627,44.291
498,7.79252,3.32085,10.2735
499,0.198131,-7.67765,0.19869
500,5.72973,-5.56508,5.73096
501,2.56759,-6.0091,2.56864
